manufacturer,model_name,screen_size_inches,screen,cpu,ram_GB,storage,os,os_version,weight,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Lenovo,ThinkPad E480,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.75kg,"1116,02",AMD,Intel,1920,1080,1.6
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,No OS,Version Unknown,2.4kg,"869,00",Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1kg,"602,00",Intel,Intel,1366,768,2.3
HP,255 G6,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4,256GB SSD,Windows,10,1.86kg,"369,00",AMD,AMD,1366,768,2.5
Asus,ZenBook UX430UA,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.25kg,"1099,00",Intel,Intel,1920,1080,1.8
HP,EliteBook Folio,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.97kg,"2014,00",Intel,Intel,3840,2160,1.2
Asus,X541NA (N3350/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Windows,10,2kg,"344,00",Intel,Intel,1920,1080,1.1
Micro-Star International,GE72MVR 7RG,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9kg,"2029,00",Nvidia,Intel,1920,1080,2.8
Acer,Aspire A315-51,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.1kg,"447,00",Intel,Intel,1366,768,2.0
Dell,Inspiron 5577,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.56kg,"1249,26",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB Hybrid,Windows,10,2.62kg,"899,00",Nvidia,Intel,1920,1080,2.8
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.9kg,"498,00",Intel,Intel,1366,768,2.5
Micro-Star International,GE73VR 7RE,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.8kg,"1890,00",Nvidia,Intel,1920,1080,2.8
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4,256GB SSD,Windows,10,1.48kg,"1082,00",Intel,Intel,1920,1080,2.7
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6,256GB SSD,Windows,10,1.91kg,"619,00",AMD,Intel,1920,1080,1.6
Lenovo,Yoga 520-14IKB,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Windows,10,1.74kg,"629,00",Intel,Intel,1920,1080,2.4
Asus,ZenBook Flip,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.1kg,"1315,00",Intel,Intel,1920,1080,1.6
Dell,Inspiron 5579,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.56kg,"1049,00",Intel,Intel,1920,1080,1.8
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4,500GB HDD,Windows,10,2.1kg,"447,00",Intel,Intel,1366,768,2.2
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,Windows,10,2.03kg,"403,00",AMD,AMD,1366,768,3.0
Acer,Aspire A517-51G,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Windows,10,3kg,"805,00",Nvidia,Intel,1920,1080,1.6
Dell,Inspiron 3576,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.13kg,"728,00",AMD,Intel,1920,1080,1.6
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Windows,10,2.5kg,"1079,00",Nvidia,Intel,1920,1080,2.8
Acer,Aspire A315-31,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Windows,10,2.1kg,"348,00",Intel,Intel,1366,768,1.1
Micro-Star International,GE63VR 7RE,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.4kg,"1799,00",Nvidia,Intel,1920,1080,2.8
Acer,Aspire 3,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2.1kg,"363,51",Intel,Intel,1366,768,1.1
Dell,Inspiron 5577,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.56kg,"1060,49",Nvidia,Intel,1920,1080,2.8
Acer,Aspire A517-51G,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,3kg,"854,00",Nvidia,Intel,1920,1080,1.6
HP,ProBook 430,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Windows,10,1.49kg,"754,00",Intel,Intel,1920,1080,1.6
Huawei,MateBook X,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05kg,"1349,00",Intel,Intel,2160,1440,2.5
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,2TB HDD,Windows,10,2.71kg,"699,00",AMD,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15AST,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4,500GB HDD,No OS,Version Unknown,2.2kg,"309,00",AMD,AMD,1366,768,2.9
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2kg,"489,00",Intel,Intel,1366,768,2.4
HP,ProBook 470,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.5kg,"923,00",Nvidia,Intel,1920,1080,1.6
Dell,Inspiron 3567,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Windows,10,2.3kg,"459,00",Intel,Intel,1366,768,2.4
Acer,Aspire A315-51,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,2.1kg,"449,00",Intel,Intel,1366,768,2.0
Micro-Star International,GT80S 6QF-074US,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32,512GB SSD +  1TB HDD,Windows,10,4.4kg,"2799,00",Nvidia,Intel,1920,1080,2.9
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,1.90kg,"813,00",AMD,Intel,1920,1080,2.5
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.29kg,"1499,00",Intel,Intel,3840,2160,1.6
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,Linux,Version Unknown,2.02kg,"1049,00",AMD,Intel,1920,1080,1.8
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.23kg,"1399,00",Intel,Intel,1920,1080,1.6
Lenovo,Yoga 920-13IKB,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,1.4kg,"1849,00",Intel,Intel,3840,2160,1.8
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,2.0kg,"793,00",Intel,Intel,1366,768,2.5
Xiaomi,Mi Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,No OS,Version Unknown,1.95kg,"1199,00",Nvidia,Intel,1920,1080,1.6
Dell,Inspiron 7773,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,2.77kg,"1549,00",Nvidia,Intel,1920,1080,1.8
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.06kg,"2397,00",Nvidia,Intel,3840,2160,2.8
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,No OS,Version Unknown,2.4kg,"779,00",Nvidia,Intel,1920,1080,2.5
Acer,Swift 7,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Windows,10,1.12kg,"989,00",Intel,Intel,1920,1080,1.2
Dell,Inspiron 5770,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.8kg,"1085,00",AMD,Intel,1920,1080,1.8
Lenovo,Thinkpad Yoga,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Windows,10,1.42kg,"2824,00",Intel,Intel,2560,1440,2.7
Vero,K147 (N3350/4GB/32GB/FHD/W10),14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.3kg,"260,00",Intel,Intel,1920,1080,1.1
Xiaomi,Mi Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,No OS,Version Unknown,1.3kg,"999,90",Nvidia,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-17IKBR,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8,256GB SSD,No OS,Version Unknown,2.8kg,"698,00",Nvidia,Intel,1600,900,1.6
Dell,Inspiron 5379,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Windows,10,1.62kg,"839,00",Intel,Intel,1920,1080,1.8
HP,ProBook 470,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,2.5kg,"914,00",Nvidia,Intel,1920,1080,1.6
Razer,Blade Pro,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,1TB SSD,Windows,10,3.49kg,"6099,00",Nvidia,Intel,3840,2160,2.9
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,512GB SSD,Windows,10,1.49kg,"959,00",Intel,Intel,1920,1080,1.6
HP,Omen 17-W295,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.35kg,"1379,00",Nvidia,Intel,1920,1080,2.8
HP,Probook 470,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.5kg,"1045,00",Nvidia,Intel,1920,1080,1.8
Dell,Inspiron 7577,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,2.65kg,"1845,00",Nvidia,Intel,3840,2160,2.8
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,2.1kg,"493,00",Intel,Intel,1366,768,2.3
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.23kg,"742,00",Nvidia,Intel,1920,1080,2.7
Lenovo,Legion Y720-15IKB,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,3.2kg,"1749,00",Nvidia,Intel,1920,1080,2.8
Dell,Precision 7520,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16,256GB SSD +  1TB HDD,Windows,10,2.8kg,"3055,00",Nvidia,Intel,3840,2160,3.0
Lenovo,Legion Y520-15IKBN,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,No OS,Version Unknown,2.4kg,"1398,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 3567,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6,1TB HDD,Windows,10,2.3kg,"439,00",Intel,Intel,1366,768,2.4
Dell,XPS 13,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.21kg,"1949,00",Intel,Intel,3840,2160,1.8
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.2kg,"1449,00",Intel,Intel,1920,1080,1.8
Lenovo,IdeaPad 320-15IKBN,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.2kg,"597,00",Intel,Intel,1366,768,2.5
Acer,Aspire 7,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Linux,Version Unknown,2.4kg,"779,00",Nvidia,Intel,1920,1080,2.8
Asus,ROG GL703VD-GC028T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9kg,"1407,00",Nvidia,Intel,1920,1080,2.8
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,2.1kg,"349,00",Intel,Intel,1920,1080,2.0
Lenovo,IdeaPad 320-15IKBN,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,No OS,Version Unknown,2.2kg,"549,00",Intel,Intel,1920,1080,2.5
Huawei,MateBook X,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.05kg,"1499,00",Intel,Intel,2160,1440,2.7
Dell,Inspiron 5370,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.4kg,"931,88",AMD,Intel,1920,1080,1.8
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,No OS,Version Unknown,2.8kg,"589,00",Nvidia,Intel,1600,900,2.5
HP,Probook 440,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.63kg,"1031,00",Nvidia,Intel,1920,1080,1.8
Dell,Latitude 5490,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.6kg,"1149,00",Intel,Intel,1920,1080,1.6
Dell,Inspiron 5379,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,1.62kg,"1279,00",Intel,Intel,1920,1080,1.8
Dell,Inspiron 3576,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Linux,Version Unknown,2.2kg,"677,35",AMD,Intel,1920,1080,1.6
Lenovo,Yoga 520-14IKB,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.74kg,"899,00",Intel,Intel,1920,1080,1.6
Toshiba,Portege Z30-C-16L,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.2kg,"1363,00",Intel,Intel,1920,1080,2.5
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,2.1kg,"794,00",Intel,Intel,1920,1080,1.6
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42kg,"2456,34",Nvidia,Intel,1920,1080,2.8
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.2kg,"832,00",Nvidia,Intel,1920,1080,2.7
Dell,Inspiron 5567,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,1TB HDD,Windows,10,2.3kg,"859,01",AMD,Intel,1920,1080,2.7
Asus,Vivobook X541UV-DM1217T,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2kg,"769,00",Nvidia,Intel,1920,1080,2.5
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  500GB HDD,Windows,10,2.69kg,"891,00",Nvidia,Intel,1920,1080,2.5
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.9kg,"1269,00",AMD,Intel,1920,1080,2.7
Asus,Pro P2540UA-XO0198T,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.37kg,"398,99",Intel,Intel,1366,768,2.4
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),15.6,1366x768,AMD E-Series 9000e 1.5GHz,4,500GB HDD,Windows,10,2.1kg,"330,00",AMD,AMD,1366,768,1.5
Lenovo,Legion Y720-15IKB,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.2kg,"1499,00",Nvidia,Intel,1920,1080,2.8
Dell,Vostro 5468,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.6kg,"859,00",Intel,Intel,1920,1080,2.5
Acer,Aspire R7,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.6kg,"689,00",Intel,Intel,1920,1080,2.3
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Linux,Version Unknown,2.36kg,"899,00",AMD,Intel,1920,1080,2.7
Acer,Aspire A315-51,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Linux,Version Unknown,2.1kg,"390,00",Intel,Intel,1366,768,2.0
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4,128GB SSD +  1TB HDD,Windows,10,2.2kg,"575,00",AMD,AMD,1920,1080,2.5
Asus,ROG G703VI-E5062T,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32,512GB SSD +  1TB HDD,Windows,10,4.7kg,"3890,00",Nvidia,Intel,1920,1080,2.9
Acer,Nitro AN515-51,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.5kg,"846,00",Nvidia,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15ISK,15.6,1366x768,Intel Core i3 6006U 2GHz,8,128GB SSD,Windows,10,2.2kg,"589,00",Intel,Intel,1366,768,2.0
Asus,VivoBook Pro,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.1kg,"1145,00",Nvidia,Intel,1920,1080,1.8
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,No OS,Version Unknown,2.69kg,"889,00",Nvidia,Intel,1920,1080,2.7
Dell,Inspiron 5577,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.56kg,"879,00",Nvidia,Intel,1920,1080,2.5
Lenovo,Yoga 910-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.38kg,"1079,00",Intel,Intel,1920,1080,2.7
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,Windows,10,2.2kg,"985,00",AMD,Intel,1920,1080,1.8
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.04kg,"559,00",Intel,Intel,1366,768,2.5
Asus,Rog G701VIK-BA060T,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD,Windows,10,3.6kg,"2999,00",Nvidia,Intel,1920,1080,2.9
HP,ProBook 430,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Windows,10,1.49kg,"675,00",Intel,Intel,1920,1080,1.6
Apple,MacBook Pro,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8,512GB SSD,macOS,X,1.37kg,"2040,00",Intel,Intel,2560,1600,3.1
Dell,Inspiron 5579,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Windows,10,2.08kg,"819,00",Intel,Intel,1920,1080,1.8
Asus,ROG G752VSK-GC493T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.3kg,"1799,00",Nvidia,Intel,1920,1080,2.8
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,Windows,10,1.68kg,"469,00",AMD,AMD,1366,768,3.0
Lenovo,Yoga 920-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.37kg,"1849,00",Intel,Intel,1920,1080,1.8
Acer,Aspire 5,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Windows,10,3kg,"702,00",Nvidia,Intel,1920,1080,2.7
Dell,Vostro 5370,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.41kg,"949,00",Intel,Intel,1920,1080,1.6
HP,15-BW094nd (A6-9220/8GB/128GB/W10),15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8,128GB SSD,Windows,10,1.91kg,"445,90",AMD,AMD,1366,768,2.5
HP,Envy 17-U275cl,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,1TB HDD,Windows,10,2.9kg,"1059,00",Nvidia,Intel,1920,1080,1.8
Micro-Star International,GT73EVR 7RE,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,4.14kg,"2499,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Yoga 720-15IKB,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Windows,10,2kg,"1699,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5770,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.8kg,"1142,00",AMD,Intel,1920,1080,1.8
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,No OS,Version Unknown,2.2kg,"444,00",Intel,Intel,1920,1080,2.0
HP,ProBook 450,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Windows,10,2.1kg,"722,00",Intel,Intel,1920,1080,1.6
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.18kg,"657,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.24kg,"565,00",AMD,Intel,1920,1080,2.5
Dell,Inspiron 5579,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.67kg,"799,00",Intel,Intel,1920,1080,1.6
Asus,ZenBook Flip,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD +  512GB SSD,Windows,10,1.1kg,"1499,00",Intel,Intel,1920,1080,1.8
Lenovo,IdeaPad 320-15IKBN,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,No OS,Version Unknown,2.2kg,"467,00",Intel,Intel,1920,1080,2.5
HP,Probook 470,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Windows,10,2.5kg,"1018,00",Nvidia,Intel,1920,1080,1.8
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.05kg,"880,00",Intel,Intel,1920,1080,1.8
Apple,MacBook Pro,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8,512GB SSD,macOS,X,1.37kg,"1958,90",Intel,Intel,2560,1600,2.9
Asus,Rog Strix,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,Windows,10,3.2kg,"1549,00",AMD,AMD,1920,1080,3.0
Dell,Inspiron 3576,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Linux,Version Unknown,2.14kg,"735,07",AMD,Intel,1920,1080,1.8
Lenovo,ThinkPad X1,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.36kg,"2499,00",Intel,Intel,2560,1440,2.6
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Windows,10,2.2kg,"812,00",Nvidia,Intel,1366,768,2.5
Dell,Inspiron 5567,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Windows,10,2.3kg,"713,07",Intel,Intel,1366,768,2.7
Dell,Inspiron 5770,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Linux,Version Unknown,2.8kg,"1099,00",AMD,Intel,1920,1080,1.8
Acer,Aspire A515-51G,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Windows,10,2.2kg,"745,00",Nvidia,Intel,1920,1080,1.8
Lenovo,IdeaPad 320-17ISK,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.8kg,"489,00",Intel,Intel,1600,900,2.0
Lenovo,IdeaPad 320-17IKBR,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,2TB HDD,No OS,Version Unknown,2.8kg,"849,00",Nvidia,Intel,1920,1080,1.8
